Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A11720,Neha,57,Other,Loan,179998,9875,,2023-04-29,,SBI002,Pending,585,Pending,Closed
A12441,,41,Male,Savings,189774,28894,Credit,2023-02-09,Pune,ICICI003,Pending,723,Pending,Active
A10469,Priya,61,,Current,54589,-12945,Debit,2023-10-08,Mumbai,,Approved,325,Pending,Active
A11858,Neha,70,Male,Credit,189685,16026,,2024-08-10,,HDFC001,Pending,732,Verified,Active
A12569,Priya,23,Other,Savings,25208,-7549,Credit,2022-08-03,Delhi,AXIS004,Approved,742,Verified,Dormant
A11134,,52,Female,Current,61608,-5270,Debit,2023-12-10,,HDFC001,Approved,892,Rejected,Dormant
A13064,Sara,49,Female,Credit,69901,15757,,2025-07-01,Mumbai,ICICI003,Pending,730,,Dormant
A11188,Neha,20,,,27352,49091,,2021-12-10,Mumbai,AXIS004,Approved,807,Verified,Closed
A10284,Ravi,54,Male,Loan,60464,39258,,2023-07-21,Delhi,SBI002,Approved,700,Verified,Closed
A11524,Sara,32,,Current,51199,28553,Debit,2025-06-30,Delhi,SBI002,Pending,580,Verified,Closed
A13136,Priya,45,Male,Current,43535,-1326,,2022-06-22,Bangalore,HDFC001,,440,,
A10970,Amit,45,Female,Current,42646,-8990,,2025-12-10,,ICICI003,Rejected,469,Rejected,
A10892,Amit,18,Other,Loan,164329,21490,,2024-02-13,Mumbai,AXIS004,Pending,358,,Active
A11165,Neha,39,,Current,162602,17091,,2021-12-16,Delhi,HDFC001,,455,,
A13307,Ravi,60,Other,Loan,140137,9851,,2023-08-26,,ICICI003,Approved,572,Rejected,Closed
A11538,Neha,74,Other,Loan,42619,-2912,Credit,2024-05-13,Delhi,ICICI003,,592,Pending,
A12469,Amit,55,Female,,1340,43895,,2023-01-07,Chennai,AXIS004,Pending,779,,Closed
A13015,Neha,35,Female,Savings,95010,6390,Debit,2021-03-14,Pune,AXIS004,Rejected,552,,Active
A13159,Neha,26,Female,Credit,162577,41010,,2024-05-28,Bangalore,AXIS004,Approved,568,Verified,Dormant
A11758,Amit,26,Female,Loan,187338,45176,,2022-11-20,Pune,,Rejected,561,Pending,Dormant
A11539,,63,Male,Savings,43156,30656,Credit,2025-03-11,Mumbai,ICICI003,Rejected,569,Pending,Closed
A10111,Amit,31,Other,Loan,138184,25605,Credit,2025-04-15,Delhi,SBI002,Pending,729,Pending,Closed
A12018,,38,,,40105,17597,Debit,2025-04-02,Bangalore,AXIS004,Rejected,670,,Dormant
A12896,Sara,66,Male,,188457,-7259,Debit,2021-03-29,Mumbai,,Approved,379,,
A11779,Sara,39,,,148998,-2020,Debit,2022-05-14,Chennai,AXIS004,Rejected,413,,Dormant
A10594,Ravi,41,Female,,22243,39621,Credit,2025-02-11,,,,593,Verified,Dormant
A10818,Priya,19,,Savings,177116,-4533,Credit,2022-09-24,Chennai,,Rejected,847,,Closed
A11981,,56,Male,Current,68418,4751,Credit,2021-02-19,Bangalore,SBI002,Pending,524,Pending,Active
A12538,,64,Male,Credit,166361,48304,Credit,2025-10-03,Mumbai,AXIS004,Rejected,404,Verified,
A10978,Priya,74,,Loan,162350,17027,Credit,2021-09-30,Delhi,ICICI003,,667,,Active
A10028,Ravi,29,,Current,142189,-7105,Credit,2024-10-26,Pune,,Approved,681,Verified,Closed
A11827,Amit,42,Male,Savings,14419,-6566,Credit,2022-07-07,Delhi,ICICI003,Pending,340,Pending,Closed
A10309,,73,Other,Savings,45804,1944,Credit,2025-06-22,Delhi,AXIS004,Pending,314,,Closed
A13441,Ravi,47,Female,Credit,198087,32276,Debit,2022-02-24,Bangalore,,Pending,727,Pending,Active
A11383,Ravi,49,Female,Credit,87075,9277,Credit,2023-06-14,Pune,,Approved,582,Pending,Closed
A11578,,39,Other,,14058,-16396,Debit,2025-02-24,Delhi,ICICI003,Approved,600,Rejected,
A10197,Sara,46,Other,Current,86384,18067,Credit,2025-01-28,Bangalore,HDFC001,Rejected,529,Pending,Active
A12588,,30,Other,Savings,7073,9154,Credit,2022-09-12,Delhi,HDFC001,Rejected,734,Pending,Closed
A10127,Amit,46,,Current,179734,-6900,Debit,2021-02-13,Chennai,HDFC001,Pending,553,Verified,Closed
A10171,Sara,58,Other,Loan,154418,8828,Debit,2024-01-21,Bangalore,HDFC001,Pending,830,,Dormant
A11107,Neha,19,Female,,184141,3267,Debit,2025-08-26,Bangalore,ICICI003,Pending,792,Rejected,
A10062,Amit,49,Other,Current,29117,24279,Credit,2021-05-21,Mumbai,HDFC001,Approved,887,Pending,
A12890,John,72,Female,Loan,96780,-15469,,2024-01-03,Chennai,,Rejected,456,Rejected,Dormant
A13274,Ravi,28,Other,Credit,19477,23844,Credit,2024-10-13,Pune,ICICI003,Approved,302,Rejected,Active
A12697,Ravi,46,Female,,112729,20225,,2024-02-23,Mumbai,AXIS004,,337,Pending,Dormant
A11243,Amit,66,Male,,14257,-5969,,2022-04-05,Chennai,HDFC001,,627,Pending,Closed
A10739,,60,Male,Loan,37239,6833,Credit,2022-09-01,Bangalore,ICICI003,Pending,882,,Active
A12891,John,55,,,3754,-9982,Credit,2024-11-11,Mumbai,SBI002,Pending,792,Pending,
A12912,Priya,39,Other,Savings,187332,-84,Debit,2021-04-04,Chennai,HDFC001,,315,,Closed
A10166,Amit,29,Other,,155870,-4294,,2024-06-30,Pune,SBI002,Pending,393,Verified,Active
A12079,Ravi,69,Female,Current,17041,43344,Credit,2024-12-05,Chennai,,Pending,433,Verified,Closed
A13454,Priya,22,Female,Credit,139902,9856,Credit,2021-03-22,,ICICI003,Pending,816,Pending,Closed
A11883,Ravi,56,Male,Current,123162,-3742,,2025-01-19,Delhi,HDFC001,Pending,856,Pending,Closed
A11849,Amit,62,Female,Loan,36765,43649,Credit,2022-05-05,Bangalore,HDFC001,Rejected,382,Verified,Closed
A13093,Priya,32,Other,,133154,27303,,2025-06-15,Delhi,SBI002,Pending,521,,Closed
A12419,Neha,71,Female,Credit,73577,11127,,2022-08-09,,ICICI003,Rejected,570,Rejected,Dormant
A10875,,53,Male,Credit,104158,24487,Debit,2025-05-31,,HDFC001,Pending,390,,Active
A12403,Sara,74,,,-1112,18027,Credit,2023-08-22,,ICICI003,Pending,334,Rejected,
A13241,Amit,73,,Current,66094,10422,Debit,2022-08-07,Mumbai,AXIS004,,324,Pending,Closed
A12298,,57,Male,Savings,196650,18040,Debit,2021-04-28,Delhi,HDFC001,,695,Pending,Active
A13325,Neha,60,Male,Loan,-4905,38569,,2023-11-26,Delhi,SBI002,,466,,Active
A12792,John,74,Female,,11070,24078,,2024-11-04,Mumbai,SBI002,Rejected,352,Verified,Closed
A11844,Ravi,49,,Savings,148965,7307,,2024-11-10,Delhi,AXIS004,Approved,581,Pending,Closed
A10279,Ravi,61,,,191360,4599,Debit,2021-08-09,,HDFC001,Rejected,858,Rejected,Closed
A11146,Amit,26,Male,Loan,109619,-2248,Debit,2025-12-25,Mumbai,AXIS004,Rejected,740,,Dormant
A13309,,40,Other,Current,143605,15300,,2022-08-19,Mumbai,SBI002,Approved,346,Rejected,Dormant
A10828,John,57,Other,Current,57110,3850,,2023-10-10,Pune,ICICI003,,490,,
A10815,Amit,58,Male,Loan,7966,3104,,2024-12-06,Delhi,,Rejected,678,,Closed
A11679,Sara,52,Female,Loan,49238,-15458,,2023-01-29,Chennai,HDFC001,Pending,642,Verified,Closed
A11060,Amit,53,Other,Current,185329,28900,Credit,2022-06-05,Bangalore,ICICI003,Rejected,428,Rejected,Closed
A11985,Ravi,70,Male,Current,138261,40063,Debit,2022-11-16,,,,397,Verified,
A12654,Ravi,54,Female,,100986,24720,Debit,2025-12-11,Delhi,,Approved,327,Verified,Closed
A12021,,70,Male,Savings,82166,-18799,Debit,2024-08-30,Mumbai,ICICI003,,824,,Active
A10810,Priya,49,,,151282,20593,Credit,2025-05-15,Delhi,,,491,Verified,Dormant
A10512,,54,Male,Credit,124236,12947,Credit,2025-10-25,Delhi,AXIS004,Rejected,877,Verified,
A12950,Neha,67,Female,Savings,66097,48995,Debit,2022-07-10,Mumbai,HDFC001,Pending,701,,
A10733,Sara,36,Female,Savings,161644,2061,,2025-08-18,Pune,,Rejected,391,,Closed
A13139,Priya,71,Female,Loan,85423,31863,,2025-03-09,Delhi,AXIS004,Rejected,705,Rejected,Active
A10287,Priya,31,Female,,14163,43938,Credit,2023-02-13,,ICICI003,Rejected,409,Rejected,Closed
A12845,Priya,72,Other,Savings,2712,12277,Credit,2023-10-06,Bangalore,ICICI003,Pending,363,Rejected,Active
A12064,Neha,72,,Savings,18380,47300,Credit,2022-02-17,Delhi,HDFC001,Rejected,850,Pending,
A11987,Sara,,,Loan,14621,20260,Credit,2021-10-09,Bangalore,ICICI003,,526,Rejected,Active
A12330,,65,Male,Current,83565,766,Debit,2025-06-08,Delhi,,Approved,769,Rejected,Active
A11286,Ravi,29,Female,Credit,8889,594,Debit,2022-03-28,Bangalore,SBI002,,731,Rejected,Dormant
A10233,Priya,61,Female,Current,189302,-24,Debit,2023-09-22,Pune,ICICI003,Rejected,743,Pending,
A10267,Priya,68,Male,Savings,172318,43436,,2021-08-18,Chennai,AXIS004,Approved,499,,
A13409,Priya,39,Male,Credit,173189,28810,Debit,2022-06-16,Pune,AXIS004,Rejected,594,Verified,Closed
A12871,Amit,18,Female,Current,83534,12685,Debit,2024-05-14,Mumbai,AXIS004,,642,Rejected,Closed
A10893,Ravi,59,,Current,84975,38969,Debit,2025-09-11,Delhi,AXIS004,,376,Pending,Closed
A11323,Neha,35,Other,,163773,3959,Credit,2025-01-10,,SBI002,,572,,Closed
A12371,Neha,35,,,59993,11872,,2022-09-14,Bangalore,,,437,,
A10532,Amit,51,Female,Credit,66337,47952,,2024-11-29,Delhi,ICICI003,Approved,581,,Closed
A10475,Priya,58,,Credit,57213,13968,,2023-01-04,,HDFC001,Pending,393,Verified,Dormant
A10511,John,53,Other,Savings,107030,32680,,2024-09-27,Mumbai,SBI002,,388,Pending,Active
A12679,Ravi,53,Other,,93288,22386,,2024-01-26,Chennai,SBI002,Pending,459,Rejected,Closed
A11500,Neha,52,Female,Loan,2034,-8718,Debit,2023-10-08,Delhi,SBI002,Approved,308,Verified,Dormant
A10270,,45,,Savings,-3925,41709,Credit,2023-06-16,Mumbai,ICICI003,Approved,324,Verified,Closed
A10270,John,53,Female,Loan,29406,24396,Credit,2024-05-04,Mumbai,,Pending,839,Verified,Active
A12128,,69,,,-7,-827,,2022-02-14,Bangalore,SBI002,Pending,554,Rejected,Closed
A10447,John,50,Other,Current,132995,10083,Credit,2022-05-23,,ICICI003,Pending,831,Pending,Closed
A10373,Ravi,42,,Current,188458,24436,Debit,2022-01-12,Bangalore,,Pending,501,Rejected,
A10043,Neha,27,Female,Savings,31472,-4714,Debit,2022-12-05,Mumbai,SBI002,Approved,791,Rejected,Closed
A13227,John,45,Male,Credit,145867,-11574,,2022-08-16,,HDFC001,Rejected,729,Pending,Active
A13430,Neha,63,Female,,13900,3106,Credit,2024-08-22,Bangalore,ICICI003,Pending,787,,Dormant
A10916,John,44,Female,Loan,46264,24,,2022-08-03,Bangalore,,Rejected,583,Verified,Closed
A11019,Ravi,31,Female,Loan,62583,46810,Debit,2025-09-28,Pune,AXIS004,Rejected,840,,Dormant
A12583,Ravi,54,Female,Savings,93541,31150,Debit,2025-10-03,Chennai,AXIS004,,669,,Active
A11314,Neha,60,Male,Savings,170541,-9592,Credit,2022-01-09,Pune,SBI002,Approved,875,Verified,Closed
A13360,Ravi,42,Other,,191902,29641,Credit,2025-08-24,Delhi,,Approved,380,Rejected,Closed
A12881,Sara,66,Male,Current,134608,31001,,2025-07-01,,SBI002,,883,Verified,
A11302,Ravi,69,Male,Savings,141329,10034,Debit,2024-11-01,,,,659,Verified,Active
A12837,,46,Female,,8418,-14989,Debit,2023-05-18,Pune,HDFC001,Approved,794,Rejected,Active
A10441,Amit,66,Female,Current,92395,-2268,Credit,2021-07-04,Chennai,,Approved,539,Rejected,Closed
A12628,Ravi,74,,Credit,197702,-11849,Debit,2024-03-15,Chennai,HDFC001,Rejected,429,Verified,
A11000,Neha,53,Female,Credit,38874,42870,,2024-07-31,Bangalore,AXIS004,Rejected,658,Rejected,Active
A10792,,49,Male,Credit,170005,31305,,2021-03-02,,HDFC001,,630,,Closed
A12390,Priya,50,Female,Loan,82733,46578,Debit,2022-01-14,Bangalore,ICICI003,Pending,782,,Dormant
A12321,John,62,Female,Credit,99433,27826,Debit,2021-10-04,Chennai,ICICI003,Pending,366,Pending,Closed
A12821,,44,Male,,127440,4707,,2025-05-16,Delhi,ICICI003,Approved,842,Verified,Active
A11249,Sara,26,,Savings,50480,26655,,2023-04-02,Chennai,ICICI003,Pending,411,Pending,Closed
A10342,Neha,35,Other,Current,21878,-11147,,2023-11-05,,SBI002,Approved,695,Rejected,
A10250,Neha,65,Male,,121222,47080,Debit,2022-02-19,Chennai,ICICI003,Approved,565,Rejected,Active
A11802,,40,Female,Current,173268,-18143,Credit,2023-08-04,Mumbai,AXIS004,Pending,830,Rejected,Dormant
A12622,John,47,,Savings,174283,44885,,2024-06-13,Delhi,SBI002,Pending,376,,Active
A11565,John,18,Other,Loan,5175,-6528,,2024-03-20,Mumbai,ICICI003,Rejected,734,Pending,Dormant
A10139,Amit,64,Female,Savings,185600,43332,,2023-10-23,Mumbai,ICICI003,Approved,862,,Dormant
A12206,Neha,24,Male,Savings,35062,34417,Debit,2023-08-12,Bangalore,AXIS004,Pending,890,Rejected,Closed
A10327,,33,Other,Savings,80756,-18003,Debit,2023-11-20,Bangalore,,Pending,588,Verified,Dormant
A10990,Sara,39,Female,Current,61720,32286,Credit,2021-04-29,,HDFC001,Pending,581,,Active
A12090,Amit,36,Male,Savings,20750,30545,,2022-05-01,Bangalore,ICICI003,Pending,521,,Active
A12375,Amit,21,Female,,192904,39997,Debit,2023-06-24,Mumbai,SBI002,Approved,707,Verified,
A10665,Sara,71,Female,Credit,95511,-1165,Credit,2021-06-07,Pune,,Pending,641,Pending,Closed
A10492,John,69,Male,Credit,103228,21285,Credit,2022-02-24,,HDFC001,,417,Rejected,Dormant
A10822,John,41,Other,,40118,2103,Debit,2024-12-21,,,Approved,527,Rejected,
A11142,Neha,29,Other,Loan,23944,-15330,,2021-02-12,Mumbai,HDFC001,Pending,346,Rejected,Active
A10339,Amit,72,,Credit,145477,-13799,Debit,2023-12-02,Chennai,SBI002,Rejected,441,Verified,
A12073,Sara,18,Other,Current,105810,32616,Debit,2022-08-16,Chennai,SBI002,Rejected,705,Verified,
A12221,Sara,54,Male,Loan,45168,11491,Debit,2021-12-10,,ICICI003,Pending,552,Verified,
A11401,,42,Male,Savings,109208,48304,,2023-07-01,Mumbai,HDFC001,Rejected,475,,Closed
A10490,,22,Male,Loan,97598,2556,Credit,2024-01-09,Chennai,ICICI003,Approved,577,Verified,Dormant
A13203,Sara,59,,Savings,45557,25036,,2022-01-03,Delhi,HDFC001,Rejected,539,Rejected,Dormant
A10884,Amit,52,Female,Credit,121181,34054,,2022-03-02,Mumbai,ICICI003,Approved,558,Pending,Dormant
A13028,Ravi,20,,Savings,88912,36729,Debit,2022-03-05,Pune,HDFC001,Pending,815,Pending,Dormant
A10851,Ravi,26,Male,Loan,132993,23016,Credit,2024-01-04,Chennai,HDFC001,Approved,465,Verified,
A12297,Neha,53,Other,Savings,148588,-1444,,2023-06-06,Mumbai,SBI002,Approved,845,Rejected,Active
A12597,Priya,60,Female,,53837,11070,Debit,2021-11-28,,,Approved,794,,
A12209,Amit,22,Female,Savings,117132,-17145,Credit,2022-09-29,Pune,,,471,Verified,Active
A12492,Priya,21,,,58311,11085,Credit,2022-05-07,Chennai,AXIS004,Rejected,640,Verified,Dormant
A10876,Amit,54,,Current,14807,-17135,,2022-10-17,Mumbai,,Approved,468,Pending,Closed
A11543,Ravi,20,Other,,131236,-549,Debit,2021-08-06,Chennai,SBI002,Rejected,760,,Active
A13004,John,30,,Loan,97190,17467,,2023-08-30,Mumbai,SBI002,,431,Verified,Active
A12213,Ravi,43,Other,Current,113903,22012,,2024-01-07,,HDFC001,Pending,515,Pending,Active
A13066,Priya,42,Other,Loan,135087,15649,,2022-11-23,Delhi,SBI002,,499,Pending,
A10354,Amit,51,Female,Current,54865,-19058,Debit,2025-03-21,Mumbai,AXIS004,Pending,372,Rejected,Closed
A12320,Priya,65,Other,Current,114684,18430,Debit,2025-06-23,,ICICI003,Rejected,528,Rejected,
A11709,Sara,66,Other,,123325,-3376,Debit,2023-04-12,Chennai,ICICI003,Pending,396,Verified,Dormant
A11512,Amit,62,Male,Current,58902,-5714,Debit,2021-11-19,,,,630,Rejected,Dormant
A13239,Neha,53,Female,Loan,99166,2209,Debit,2025-04-07,Bangalore,HDFC001,,537,,Closed
A11857,Ravi,74,Female,Loan,113402,7552,Debit,2024-08-17,Chennai,,Approved,383,,Active
A12249,Neha,53,Other,Current,152601,27706,Credit,2023-12-13,Chennai,SBI002,Rejected,372,Rejected,Dormant
A12135,Ravi,27,Other,Current,107930,-15251,,2024-02-09,,HDFC001,Approved,379,,
A11348,,65,Male,Savings,16327,-19862,Credit,2023-05-01,Delhi,ICICI003,,785,Pending,Dormant
A12328,Ravi,22,,Savings,28314,48541,,2024-06-21,Delhi,AXIS004,Pending,620,Pending,
A11030,Neha,29,Female,Current,186328,24464,Debit,2023-07-13,Bangalore,SBI002,,515,Pending,Closed
A11394,,58,Female,Current,150139,4652,Debit,2022-06-06,Mumbai,ICICI003,Approved,370,,Active
A10767,Neha,44,Male,Credit,46770,-11443,,2024-08-22,Delhi,AXIS004,Pending,384,Rejected,
A13288,Sara,27,Other,Savings,130092,34237,,2023-09-09,,AXIS004,Rejected,425,Verified,Dormant
A12109,Priya,43,Female,,79202,15856,Debit,2022-11-29,,HDFC001,,795,Rejected,Active
A13060,Neha,27,Male,Loan,70833,25301,Credit,2023-05-14,Chennai,SBI002,,750,Verified,Closed
A13259,John,46,Other,,89659,25163,Debit,2023-11-10,,HDFC001,Rejected,574,Pending,Closed
A12506,Amit,43,Female,Savings,85965,6604,,2025-06-18,Delhi,,Approved,351,,
A10797,Priya,63,Male,Savings,76700,-3489,Debit,2025-01-09,Bangalore,AXIS004,Rejected,866,Rejected,Closed
A11263,Sara,22,,Credit,183349,34030,Credit,2024-11-02,Pune,ICICI003,Rejected,453,,
A11016,Ravi,48,,Credit,85298,26636,,2021-08-02,Mumbai,ICICI003,,816,Pending,
A10028,Priya,65,Male,,18110,-12484,,2021-06-16,Pune,,Approved,322,,Closed
A13224,,51,Other,Credit,145905,-13446,,2021-05-22,,HDFC001,Pending,738,Rejected,Closed
A13459,John,71,,Credit,179693,47840,,2025-10-03,,,Rejected,398,Rejected,Active
A10466,Neha,47,Female,Current,187526,38587,Credit,2022-12-08,Bangalore,HDFC001,Rejected,723,Verified,Dormant
A11685,Neha,47,Male,Current,23369,31911,Credit,2023-11-23,Delhi,,,726,Verified,Active
A13334,John,38,Other,Credit,183766,40589,,2022-06-02,Pune,,Approved,526,Pending,
A12132,Amit,71,Male,Loan,159923,-18157,Credit,2024-08-12,Bangalore,SBI002,Approved,578,Pending,Dormant
A11301,,74,Other,Loan,153572,25108,Debit,2023-03-22,Chennai,SBI002,Approved,625,Rejected,Closed
A13355,,73,Male,Current,154330,27351,,2021-02-20,Delhi,SBI002,Rejected,494,Verified,Closed
A12970,John,34,Female,Loan,160216,44321,,2022-09-16,Bangalore,HDFC001,Pending,542,Rejected,Dormant
A10448,Ravi,49,Female,Loan,195288,-8291,Credit,2021-12-21,Bangalore,ICICI003,,553,Pending,
A12414,Priya,56,Other,Current,7765,13928,Debit,2025-05-30,Mumbai,HDFC001,Pending,821,Pending,
A12435,John,19,Male,Loan,161966,15965,,2024-02-05,Mumbai,ICICI003,Pending,382,,Closed
A11845,Priya,19,,,146575,-16896,Debit,2024-02-29,Pune,HDFC001,Approved,582,Verified,Closed
A12853,Sara,63,Other,,482,-17395,Credit,2024-02-11,Bangalore,HDFC001,Approved,403,Verified,Active
A12055,John,48,Other,Savings,162991,42005,Credit,2024-03-23,Delhi,SBI002,,562,,Active
A11400,,59,Other,Loan,36951,23722,Credit,2022-02-23,Bangalore,,Approved,569,,Dormant
A13408,,70,Male,,51368,-17004,Debit,2025-05-22,Bangalore,,Approved,652,,Dormant
A12699,John,55,,,187150,12815,Debit,2021-05-20,Chennai,HDFC001,Rejected,580,Verified,Closed
A12028,Ravi,60,Other,,42190,40144,Credit,2022-11-07,Pune,AXIS004,Rejected,740,Verified,Closed
A12434,,19,,Credit,-2973,9400,,2023-01-18,,AXIS004,Approved,514,,Dormant
A13382,,23,,Current,14808,36363,Debit,2025-05-20,Pune,,Approved,376,,
A11541,Ravi,32,Male,Loan,106489,-17340,Debit,2024-04-26,Bangalore,ICICI003,Pending,880,,Closed
A12833,Amit,27,Other,,172661,9056,,2022-05-04,Mumbai,SBI002,Pending,437,Verified,Active
A11925,Ravi,39,Other,Savings,90892,48789,Debit,2021-03-10,Bangalore,SBI002,Approved,372,,
A12894,Ravi,21,,Credit,15109,2660,Debit,2022-11-05,Mumbai,,Approved,741,Verified,Dormant
A11105,Ravi,48,Female,Credit,72118,48998,Credit,2024-01-03,Pune,SBI002,,786,Pending,Dormant
A11257,John,41,Female,Current,21566,13818,,2025-03-23,Delhi,HDFC001,Rejected,417,Verified,Dormant
A10110,John,35,Other,Loan,128477,12261,Credit,2021-09-07,,SBI002,Pending,341,,Dormant
A12668,Ravi,28,Female,Savings,55990,-3137,Credit,2023-07-12,Pune,,,364,Rejected,Closed
A11054,Neha,65,Other,Loan,95528,16784,Debit,2021-05-12,Bangalore,,,645,,Dormant
A11795,Ravi,73,,,52122,32778,,2023-02-07,Chennai,ICICI003,,846,Pending,Active
A10128,Ravi,66,,Savings,73053,25498,Debit,2024-04-01,Chennai,HDFC001,Approved,870,,Closed
A11885,Priya,24,Female,Savings,92766,17818,,2023-04-25,Mumbai,HDFC001,Approved,401,Verified,
A12348,Amit,24,Other,Loan,112716,35049,,2024-03-30,,ICICI003,Rejected,884,,Closed
A12732,Ravi,39,Female,Loan,102501,21576,,2025-04-21,Mumbai,SBI002,Pending,439,,Closed
A11260,Ravi,53,Male,Credit,1690,49212,Debit,2024-07-01,Delhi,,Approved,305,Pending,Dormant
A12675,Priya,61,Other,,137643,-14878,Debit,2022-06-21,Pune,,Pending,627,Pending,Closed
A13005,Amit,45,,,138710,26536,,2024-12-30,,AXIS004,Rejected,659,Rejected,
A12302,Ravi,34,Other,Current,191778,9467,Debit,2021-05-02,Bangalore,AXIS004,Rejected,492,Verified,Active
A13072,Ravi,56,Male,Loan,114681,-1913,Credit,2024-01-29,Mumbai,HDFC001,,586,Rejected,Active
A12461,Sara,54,,,173694,-7796,Debit,2024-12-20,,,Approved,685,,Active
A11627,Priya,25,Male,Current,75028,735,Debit,2025-06-28,Bangalore,AXIS004,Approved,638,,Dormant
A10930,,32,,Loan,26564,31591,,2021-06-16,Delhi,ICICI003,Approved,362,,Closed
A11010,Amit,55,Male,Current,143671,-15543,Credit,2025-08-15,Delhi,,Approved,670,Pending,
A13059,Amit,22,Male,,176579,44451,Credit,2024-10-04,Pune,SBI002,,861,Pending,Active
A11252,Sara,49,Male,Credit,89954,43725,Credit,2025-09-17,,HDFC001,,586,Pending,Dormant
A11211,Amit,26,Female,Savings,74540,23748,Credit,2021-09-24,Mumbai,SBI002,,849,Verified,Closed
A11045,Priya,53,Female,Credit,135661,-10760,Debit,2021-06-16,Delhi,AXIS004,Approved,780,Verified,Closed
A10063,Neha,25,Female,Savings,139460,10609,Debit,2023-01-27,Mumbai,,Pending,425,Verified,Active
A11758,John,41,,Current,76647,-19463,Debit,2024-09-12,Chennai,ICICI003,Approved,894,Verified,Closed
A11637,John,74,Female,Loan,174248,-8999,Credit,2025-07-12,,,Approved,808,Verified,Dormant
A12705,Priya,21,Female,Loan,62973,3824,,2021-02-19,Mumbai,,Rejected,855,Pending,Active
A13110,Amit,61,,Loan,18854,35511,Credit,2023-04-16,Chennai,HDFC001,Approved,416,,Closed
A11743,John,35,Male,Credit,106351,38454,Credit,2024-09-30,Chennai,AXIS004,Rejected,614,Verified,Dormant
A12945,Ravi,58,Other,Loan,176076,-16851,Debit,2023-02-19,Chennai,SBI002,Rejected,870,Rejected,
A12191,,71,Female,Savings,120455,27874,,2023-03-08,,AXIS004,,544,Rejected,
A13049,Ravi,45,Other,Savings,31723,48003,,2024-04-19,Mumbai,,Approved,817,Pending,Active
A12774,Neha,54,Male,Savings,161380,37472,Credit,2021-12-16,Delhi,ICICI003,Pending,383,Pending,Dormant
A11773,Sara,54,Other,Loan,97720,-4630,,2024-01-24,,SBI002,,770,,Dormant
A11260,Priya,35,Male,,51729,33726,,2022-03-22,Mumbai,SBI002,Approved,810,Rejected,Active
A11973,John,51,Other,Savings,10719,9537,,2025-12-10,Pune,ICICI003,Pending,519,Verified,Active
A13478,Neha,58,,Savings,164320,-19153,Credit,2021-11-04,Mumbai,ICICI003,Rejected,633,,Closed
A11485,John,63,,,99639,19817,Credit,2021-03-04,,,Approved,497,Pending,Dormant
A12674,Ravi,58,Other,Loan,63645,39242,Debit,2023-07-09,Delhi,,,558,Verified,
A13247,Neha,37,,Loan,133013,40572,Debit,2021-10-22,Bangalore,SBI002,Rejected,469,Pending,Dormant
A11730,Priya,49,Male,Credit,153121,16846,,2025-03-14,Delhi,SBI002,,862,Pending,Closed
A10267,Neha,68,Male,Loan,158147,14217,Credit,2023-03-11,Pune,HDFC001,Pending,644,,
A11929,Sara,40,Female,Savings,101409,23621,Debit,2023-02-09,,,Rejected,473,,Active
A12546,Ravi,21,Male,Credit,-814,45366,,2022-05-04,Mumbai,ICICI003,Approved,729,Verified,Active
A12856,Neha,62,Female,,20222,6754,Credit,2022-05-20,Chennai,ICICI003,Pending,663,Pending,Closed
A10947,,18,Female,,6990,23352,Credit,2021-11-12,Delhi,,Rejected,501,Rejected,Closed
A10047,Ravi,50,Male,Current,126436,-9690,Debit,2025-01-08,,AXIS004,Approved,369,Rejected,
A10772,Ravi,23,,Credit,34197,16613,,2022-01-11,,ICICI003,Pending,644,Rejected,
A11930,Amit,58,Other,,47186,-7589,Credit,2022-11-25,,HDFC001,Approved,776,,Dormant
A12302,Amit,25,,Current,128707,43110,Debit,2021-04-26,Mumbai,HDFC001,Approved,836,Rejected,Active
A10646,Sara,23,Female,Savings,150637,8301,Credit,2024-01-23,,AXIS004,Rejected,545,Verified,
A13446,Ravi,33,Female,,98857,-14990,Credit,2022-11-11,Chennai,HDFC001,Rejected,472,Rejected,Active
,Amit,63,Female,Current,3149,17538,Debit,2021-12-29,Delhi,,Approved,622,Verified,Dormant
A13400,Priya,42,Male,Current,-3840,8852,,2022-01-13,Mumbai,AXIS004,Rejected,583,,
A13464,Priya,60,Male,Credit,51682,17481,Debit,2025-10-30,Bangalore,SBI002,Approved,325,,Closed
A12248,John,29,Other,Loan,13861,23231,Credit,2025-02-22,Bangalore,,Rejected,444,Rejected,
A10492,Ravi,18,,Savings,132193,38397,,2023-03-17,Bangalore,ICICI003,,332,Verified,Active
A10018,Neha,51,,Loan,143640,16028,Credit,2021-04-04,Bangalore,,Approved,394,Verified,
A11026,Ravi,52,Female,Current,85522,18427,Credit,2023-11-16,Delhi,AXIS004,Rejected,347,Rejected,Dormant
A12245,Neha,50,Other,,185735,22534,Debit,2024-02-16,,HDFC001,Pending,561,Rejected,
A13293,Sara,64,Male,Loan,89898,12021,,2024-12-25,,SBI002,Rejected,340,Pending,Dormant
A10505,,74,Female,Loan,113992,-5091,Credit,2024-08-25,,AXIS004,,446,Verified,Closed
